chr	start	end	subNumb	polyNumb
chr12	126675866	126676151	2	3
chr12	126937520	126937788	3	2
chr12	127007079	127007343	2	2
chr12	127165970	127166252	3	1
chr12	128861448	128861829	4	6
chr12	128904996	128905594	5	1
chr12	128909760	128910088	2	3
chr12	128938982	128939223	3	N_VARIANTS
chr12	128974311	128974628	3	10
chr12	130344570	130344878	2	5
chr12	130345336	130345632	2	2
chr12	130744352	130744639	4	5
chr12	130838292	130838574	2	7
chr12	131007164	131007439	5	2
chr12	131090710	131090996	2	5
chr12	131860740	131861259	4	2
chr12	132084904	132085195	5	3
chr12	132605154	132605388	6	3
chr12	132608241	132608585	5	3
chr12	132608799	132609137	2	4
chr13	18993942	18994311	3	6
chr13	18995229	18995959	5	10
chr13	18996591	18996935	4	6
chr13	19685055	19685366	2	6
chr13	20429695	20429979	3	3
chr13	20505804	20506127	5	2
chr13	20559706	20560323	2	2
chr13	20580377	20580621	2	3
chr13	20585451	20585755	2	1
chr13	21022330	21022713	5	5
chr13	23876312	23876565	2	N_VARIANTS
chr13	23889358	23889629	3	3
chr13	24032626	24032998	3	1
chr13	24064528	24064782	2	3
chr13	24169041	24169307	5	N_VARIANTS
chr13	24183768	24184004	2	1
chr13	24184549	24184831	3	1
chr13	24349176	24349431	3	4
chr13	24512102	24512411	2	3
chr13	25421642	25421941	3	1
chr13	26186592	26186791	2	6
chr13	26983065	26983520	2	4
chr13	26988091	26988390	3	3
chr13	26991521	26991887	6	4
chr13	27018532	27018902	3	1
chr13	27152274	27152522	2	3
chr13	27183702	27183902	2	2
chr13	27298890	27299263	3	4
chr13	27396579	27396902	2	2
chr13	27404753	27405089	2	4
chr13	28699277	28699599	3	N_VARIANTS
chr13	28747877	28748211	3	1
chr13	28954736	28955343	3	8
chr13	29123718	29124129	2	4
chr13	29954702	29954966	4	13
chr13	30047185	30047515	2	6
chr13	30108801	30109293	5	5
chr13	30113060	30113332	4	2
chr13	30334892	30335365	3	5
chr13	30389745	30390207	3	5
chr13	30398622	30399103	2	2
chr13	30617752	30617922	2	2
chr13	30805156	30805515	6	3
chr13	31706182	31706501	3	4
chr13	31928096	31928382	2	2
chr13	32255686	32256018	3	3
chr13	32409583	32410120	6	10
chr13	32735954	32736194	2	3
chr13	32753102	32753335	2	2
chr13	33125732	33126530	2	2
chr13	33129085	33129418	2	4
chr13	33260464	33260721	3	4
chr13	33272873	33273116	2	1
chr13	33493715	33493997	3	3
chr13	33642742	33643056	4	5
chr13	33679375	33679724	4	8
chr13	33968823	33969536	6	9
chr13	39038253	39038489	3	1
chr13	40095794	40096081	3	1
chr13	40336287	40336551	4	4
chr13	40344436	40344950	2	5
chr13	40345964	40346345	6	3
chr13	40346698	40346992	2	1
chr13	40352262	40352630	3	6
chr13	40368540	40368881	3	3
chr13	40476599	40476938	3	2
chr13	40536467	40536954	4	5
chr13	40771103	40771468	4	5
chr13	40794753	40794983	4	5
chr13	40801675	40802167	2	2
chr13	41008494	41008705	2	2
chr13	41720941	41721224	4	3
chr13	42524706	42524987	2	1
chr13	42553171	42553437	4	2
chr13	42594650	42594966	2	4
chr13	43307839	43308065	2	5
chr13	43320166	43320494	3	6
chr13	43511331	43511578	2	2
chr13	43990908	43991152	2	1
chr13	44107490	44108061	5	9
chr13	44108391	44108752	2	3
chr13	44141892	44142159	4	2
chr13	44218915	44219202	2	3
chr13	44385446	44385810	2	4
chr13	44404276	44404542	6	5
chr13	44431258	44431502	2	2
chr13	44450030	44450551	4	7
chr13	44917668	44917929	5	6
chr13	44989364	44989672	4	5
chr13	45179481	45179730	2	2
chr13	45219156	45219434	2	4
chr13	45322137	45322364	5	6
chr13	45335645	45336135	3	4
chr13	45434949	45435256	3	4
chr13	45447260	45447561	2	3
chr13	45951798	45952024	2	N_VARIANTS
chr13	46075935	46076202	2	3
chr13	46122876	46123249	2	6
chr13	46142739	46142986	2	1
chr13	46607907	46608186	2	2
chr13	46651036	46651365	2	3
chr13	46675628	46675864	3	3
chr13	46797706	46798257	4	3
chr13	47126561	47126744	2	2
chr13	47136060	47136419	3	6
chr13	47474938	47475272	2	5
chr13	47572476	47572692	2	N_VARIANTS
chr13	48037902	48038200	3	7
chr13	48201129	48201391	3	1
chr13	48514796	48515077	2	7
chr13	48902476	48902813	3	4
chr13	49691608	49691840	3	7
chr13	49893557	49893998	4	3
chr13	49938992	49939301	2	1
chr13	50187371	50187698	2	3
chr13	50222632	50222967	2	1
chr13	51134850	51135220	9	4
chr13	51470834	51471147	4	3
chr13	51519931	51520132	2	1
chr13	51583747	51583999	2	3
chr13	51636550	51636984	6	4
chr13	51726475	51726773	3	3
chr13	51782429	51782696	3	3
chr13	51800508	51800815	2	2
chr13	51845426	51845690	2	N_VARIANTS
chr13	51906678	51906944	6	2
chr13	51995781	51995975	2	1
chr13	52165067	52165271	2	N_VARIANTS
chr13	52448093	52448299	2	2
chr13	57046188	57046405	2	2
chr13	57073959	57074380	5	4
chr13	57137690	57137967	2	3
chr13	58478931	58479202	2	2
chr13	60473756	60473946	3	2
chr13	61546965	61547273	2	5
chr13	61563673	61564020	2	2
chr13	61665388	61665751	3	2
chr13	66234244	66234474	3	2
chr13	66994102	66994294	2	1
chr13	67408935	67409158	2	4
chr13	69618436	69618673	3	3
chr13	70391693	70391937	2	4
chr13	70889212	70889474	3	2
chr13	72781927	72782217	3	2
chr13	73325919	73326162	2	3
chr13	73336870	73337112	3	N_VARIANTS
chr13	73972602	73972869	2	3
chr13	73989265	73989525	2	1
chr13	74063785	74064017	4	N_VARIANTS
chr13	74111921	74112292	3	4
chr13	74131274	74131586	2	3
chr13	74168204	74168665	3	5
chr13	74227870	74228119	3	N_VARIANTS
chr13	75174077	75174289	2	1
chr13	75530701	75531019	2	4
chr13	77329015	77329345	2	8
chr13	78436276	78436688	2	5
chr13	78867650	78868041	2	4
chr13	78897305	78897518	4	2
chr13	78910086	78910571	5	8
chr13	79271696	79271963	2	4
chr13	79282997	79283348	8	3
chr13	79485131	79485491	4	3
chr13	79486481	79486798	3	7
chr13	79999672	79999995	2	1
chr13	80074249	80074774	5	12
chr13	80131244	80131529	2	N_VARIANTS
chr13	80133194	80133406	3	3
chr13	80259231	80259559	2	1
chr13	80976003	80976251	4	2
chr13	85930176	85930423	3	4
chr13	87334270	87334523	4	4
chr13	92204328	92204642	2	3
chr13	93086404	93086702	3	3
chr13	93231904	93232162	2	3
chr13	93361805	93362087	2	1
chr13	93767302	93767591	2	3
chr13	94119332	94119945	3	3
chr13	94154392	94154775	5	4
chr13	94168907	94169170	2	5
chr13	94291091	94291352	3	3
chr13	94455468	94455771	3	N_VARIANTS
chr13	94779022	94779362	3	5
chr13	95314440	95314741	3	7
chr13	95326762	95327009	3	3
chr13	95378716	95378936	2	1
chr13	96053417	96053761	2	5
chr13	97258001	97258351	2	4
chr13	97976168	97976438	2	2
chr13	98173553	98173922	4	5
chr13	98188745	98189072	5	3
chr13	98191189	98191387	3	4
chr13	98195005	98195723	7	6
chr13	98202123	98202530	4	6
chr13	98225234	98225601	2	3
chr13	98258287	98258539	4	3
chr13	98266189	98266616	6	12
chr13	98267152	98267426	3	3
chr13	98310781	98311088	3	3
chr13	98318416	98318597	2	4
chr13	98467332	98467634	2	2
chr13	98473284	98473717	5	5
chr13	98476564	98477130	2	4
chr13	98483161	98483442	3	2
chr13	98506892	98507149	2	3
chr13	98512344	98512572	2	4
chr13	98535584	98535832	2	1
chr13	98565705	98566036	3	N_VARIANTS
chr13	98569463	98569915	3	3
chr13	98673181	98673582	2	3
chr13	98746993	98747334	3	7
chr13	98755795	98756092	3	4
chr13	98798833	98799119	2	4
chr13	98802664	98802904	2	N_VARIANTS
chr13	98821885	98822520	4	8
chr13	98827554	98827908	3	3
chr13	98828609	98828989	2	3
chr13	98829611	98829853	2	2
chr13	99200660	99200898	3	4
chr13	99498599	99498812	2	5
chr13	99501207	99501532	2	4
chr13	99578441	99578814	4	1
chr13	99606805	99607064	3	3
chr13	99655632	99656025	4	3
chr13	99662783	99663041	2	3
chr13	99751554	99751903	2	8
chr13	99884966	99885265	4	4
chr13	100100086	100100533	5	3
chr13	100381931	100382205	4	1
chr13	100436127	100436439	3	5
chr13	100523515	100523760	3	3
chr13	100523954	100524235	2	6
chr13	100525452	100525688	4	3
chr13	100533578	100533812	3	4
chr13	100544127	100544466	2	3
chr13	100734260	100734778	7	3
chr13	100852142	100852597	5	3
chr13	101577001	101577353	2	2
chr13	101649538	101649789	2	5
chr13	101739952	101740215	3	2
chr13	102183503	102184131	5	6
chr13	102225951	102226143	2	4
chr13	102236369	102236641	3	1
chr13	102286339	102286608	5	N_VARIANTS
chr13	102317650	102318018	2	3
chr13	102724978	102725327	2	3
chr13	102770505	102770908	3	4
chr13	102830707	102830978	3	1
chr13	102845707	102846091	7	8
chr13	102908102	102908485	3	5
chr13	102912641	102912983	3	5
chr13	103523915	103524171	2	4
chr13	103531353	103531622	2	2
chr13	106986702	106987048	5	6
chr13	108154345	108154660	4	4
chr13	108304263	108304610	4	5
chr13	108983337	108983601	2	2
chr13	109228289	109228532	2	1
chr13	109310170	109310402	2	2
chr13	109393110	109393330	2	3
chr13	109396250	109396610	2	6
chr13	109592783	109593101	2	2
chr13	109606648	109606996	3	6
chr13	109680371	109680685	4	5
chr13	109694996	109695231	2	2
chr13	109704742	109705110	2	6
chr13	109720802	109721250	4	7
chr13	109816129	109816431	4	2
chr13	110047548	110047958	10	5
chr13	110062471	110062827	4	3
chr13	110064026	110064433	5	2
chr13	110094625	110095084	3	4
chr13	110507128	110507514	5	3
chr13	110507764	110508074	3	4
chr13	110524626	110524834	3	6
chr13	110525019	110525259	6	8
chr13	110541251	110541508	3	2
chr13	110576822	110577046	2	3
chr13	110617341	110617625	2	5
chr13	110620637	110620935	3	2
chr13	110684714	110685015	2	3
chr13	110712867	110713294	2	4
chr13	110915080	110915381	4	4
chr13	111067629	111067841	2	3
chr13	111071266	111071531	3	2
chr13	111542882	111543280	6	6
chr13	111568035	111568667	11	1
chr13	111626469	111626822	3	7
chr13	112193842	112194126	2	3
chr13	112213454	112213775	3	6
chr13	112248414	112248783	5	8
chr13	112249295	112249528	3	1
chr13	112562821	112563155	3	6
chr13	112928919	112929227	2	N_VARIANTS
chr13	113009716	113010065	4	3
chr13	113023919	113024167	2	5
chr13	113150264	113150623	5	2
chr13	113220226	113220576	3	2
chr13	113380388	113380600	3	1
chr13	113396524	113396803	2	5
chr13	113623099	113623413	3	4
chr13	113647372	113647768	3	3
chr13	113832197	113832622	6	8
chr13	113844981	113845268	2	4
chr13	113970885	113971156	2	2
chr14	20472599	20472855	2	3
chr14	20606139	20606547	2	8
chr14	20688465	20688841	2	6
chr14	21044047	21044307	2	4
chr14	21054344	21054828	3	2
chr14	21085294	21085789	5	7
chr14	21103623	21104454	3	14
chr14	21915812	21916148	2	4
chr14	22871150	22871462	2	2
chr14	22903099	22903828	2	5
chr14	22919069	22919373	2	5
chr14	23286056	23286464	2	3
chr14	23609485	23609717	3	3
chr14	23613505	23613761	4	4
chr14	23951941	23952179	3	7
chr14	23988737	23988976	6	10
chr14	24033117	24033394	2	N_VARIANTS
chr14	24036342	24036574	7	5
chr14	24067809	24068134	3	1
chr14	24074697	24075224	4	4
chr14	24093888	24094276	2	2
chr14	24114507	24114927	3	3
chr14	24131110	24131415	6	2
chr14	24161008	24161214	2	2
chr14	24299647	24299938	2	5
chr14	24310748	24311104	3	3
chr14	24386771	24387133	3	1
chr14	24424725	24425031	4	1
chr14	24426845	24427242	5	2
chr14	24427807	24428028	2	3
chr14	24809205	24809491	2	3
chr14	24815892	24816151	2	1
chr14	24816311	24816714	6	6
chr14	24839557	24840087	4	5
chr14	25197909	25198171	2	2
chr14	25464824	25465074	3	2
chr14	26808419	26808682	3	1
chr14	29029072	29029322	3	3
chr14	30848959	30849174	3	4
chr14	31024077	31024393	2	1
chr14	31026412	31026687	2	6
chr14	31258105	31258463	2	7
chr14	31261897	31262346	2	6
chr14	31265818	31266310	4	6
chr14	31419970	31420222	3	2
chr14	31708636	31708862	2	4
chr14	32201123	32201523	2	2
chr14	32220858	32221234	3	2
chr14	32303941	32304283	3	3
chr14	32473505	32473880	4	5
chr14	34687417	34687903	3	7
chr14	35035143	35035431	2	4
chr14	35117177	35117523	2	2
chr14	35121714	35121987	2	2
chr14	35336444	35337112	4	4
chr14	35341585	35341942	2	7
chr14	35356187	35356582	2	4
chr14	35404837	35405148	3	1
chr14	36054358	36054733	3	4
chr14	37466453	37466978	2	1
chr14	37554263	37554515	2	4
chr14	37871011	37871336	2	1
chr14	38197794	38198079	5	2
chr14	38207948	38208270	2	1
chr14	39009000	39009183	2	1
chr14	39024101	39024533	2	5
chr14	39154885	39155125	2	3
chr14	39251639	39251854	2	3
chr14	39266349	39266846	3	8
chr14	39432829	39433144	3	2
chr14	39447402	39447655	3	4
chr14	43173188	43173477	2	2
chr14	43786446	43786671	2	3
chr14	44010658	44010912	2	2
chr14	44961929	44962253	2	4
chr14	47208469	47208781	4	4
chr14	47490862	47491151	4	1
chr14	49485350	49485700	2	6
chr14	49492265	49492466	2	N_VARIANTS
chr14	49596298	49596565	2	1
chr14	49892816	49893091	3	3
chr14	49992931	49993284	3	2
chr14	50001423	50001805	5	2
chr14	50003402	50004068	4	3
chr14	50018149	50018692	3	5
chr14	50045052	50045535	2	5
chr14	50062163	50062485	3	4
chr14	50303820	50304111	4	3
chr14	50834865	50835179	2	N_VARIANTS
chr14	50911068	50911356	2	2
chr14	50935568	50936093	5	6
chr14	50944381	50944622	4	3
chr14	50944782	50945459	4	9
chr14	50946281	50946575	2	2
chr14	51432332	51432647	3	5
chr14	51534624	51535055	5	4
chr14	52821733	52822073	3	3
chr14	52948032	52948413	2	N_VARIANTS
chr14	53715327	53715567	2	N_VARIANTS
chr14	54483088	54483327	2	N_VARIANTS
chr14	54509730	54509938	2	6
chr14	54565326	54565550	4	3
chr14	54704823	54705173	2	6
chr14	54719374	54719817	5	2
chr14	54784001	54784363	2	5
chr14	54837735	54838130	3	3
chr14	54840497	54840724	2	3
chr14	54844554	54844864	2	1
chr14	56635115	56635351	3	N_VARIANTS
chr14	56650132	56650386	2	3
chr14	56741400	56741655	2	1
chr14	57057851	57058162	3	N_VARIANTS
chr14	57390371	57390670	2	1
chr14	58272531	58272931	3	1
chr14	59215404	59215787	3	3
chr14	59263058	59263400	3	1
chr14	59283464	59283664	3	2
chr14	59920089	59920520	3	2
chr14	61517901	61518346	6	6
chr14	61538680	61538969	6	5
chr14	61543531	61543766	3	4
chr14	61552879	61553274	2	3
chr14	61553808	61554111	3	3
chr14	62304256	62304565	7	2
chr14	63435788	63436206	4	5
chr14	63457599	63457779	2	2
chr14	63896349	63896664	2	3
chr14	64112849	64113225	3	6
chr14	64118147	64118427	2	1
chr14	64123214	64123625	3	1
chr14	64392005	64392363	2	4
chr14	64401889	64402348	2	4
chr14	64405288	64405610	2	5
chr14	64540216	64540616	2	5
chr14	64704192	64704480	2	1
chr14	64707697	64708020	7	6
chr14	64942787	64943185	2	3
chr14	64948270	64948740	2	1
chr14	66469053	66469284	3	2
chr14	66501565	66501930	2	5
chr14	66758114	66758251	2	2
chr14	66932217	66932481	3	3
chr14	67392722	67393079	2	5
chr14	67589266	67589505	2	1
chr14	68172181	68172469	2	6
chr14	68191800	68192208	2	1
chr14	68198747	68199073	3	1
chr14	68520741	68521040	2	4
chr14	68571183	68571411	2	2
chr14	68627139	68627379	2	2
chr14	68680470	68680851	2	6
chr14	68709190	68709448	2	1
chr14	68723287	68723589	2	5
chr14	68783869	68784240	4	2
chr14	68815958	68816248	2	3
chr14	68823808	68824363	2	4
chr14	68884332	68884708	2	2
chr14	68888207	68888490	3	3
chr14	68935810	68936188	4	5
chr14	68937938	68938498	6	7
chr14	69637548	69637993	2	1
chr14	69766910	69767187	2	4
chr14	69792970	69793360	3	1
chr14	69809192	69809683	3	2
chr14	69845895	69846147	2	3
chr14	69850368	69851026	2	3
chr14	69863053	69863447	2	3
chr14	69880347	69880622	2	4
chr14	69887932	69888298	6	5
chr14	69896945	69897292	5	2
chr14	69948340	69948635	2	2
chr14	69989690	69989984	2	5
chr14	70118144	70118415	6	5
chr14	70731522	70731863	2	1
chr14	70753702	70753925	3	3
chr14	70779752	70779929	2	1
chr14	70827686	70828183	2	1
chr14	70838129	70838401	3	1
chr14	71116798	71117052	4	N_VARIANTS
chr14	71336550	71337052	3	4
chr14	72583371	72583668	4	N_VARIANTS
chr14	72595220	72595518	5	3
chr14	72613267	72613603	2	1
chr14	72812396	72812814	4	6
chr14	72828546	72828982	3	5
chr14	73058228	73058581	4	4
chr14	73413634	73413900	3	3
chr14	73462112	73462790	3	2
chr14	73478670	73478936	4	4
chr14	73537092	73537416	12	3
chr14	73545445	73545712	2	N_VARIANTS
chr14	73549907	73550303	4	2
chr14	73582065	73582520	2	5
chr14	73721483	73721758	4	3
chr14	73785951	73786175	2	2
chr14	73794849	73795100	5	2
chr14	73851533	73851982	2	6
chr14	73852665	73852951	3	4
chr14	73949649	73950362	6	14
chr14	73996070	73996339	2	2
chr14	73998761	73999056	3	6
chr14	74133778	74134106	3	1
chr14	74898117	74898421	4	4
chr14	74898734	74899038	2	3
chr14	75051396	75051682	2	3
chr14	75069417	75069993	2	3
chr14	75216514	75216819	3	7
chr14	75226795	75227085	2	1
chr14	75254516	75254803	3	4
chr14	75294011	75294288	2	4
chr14	75450354	75450932	3	5
chr14	75452354	75452668	4	3
chr14	75535972	75536451	3	3
chr14	75548672	75548876	3	4
chr14	75577679	75577996	2	2
chr14	75620976	75621326	2	7
chr14	75626863	75627045	2	N_VARIANTS
chr14	75648372	75648763	3	4
chr14	76687893	76688204	6	4
chr14	76811079	76811366	2	N_VARIANTS
chr14	76834376	76834631	3	2
chr14	76918932	76919433	3	3
chr14	77007943	77008415	2	3
chr14	77028714	77029087	2	3
chr14	77097931	77098236	2	3
chr14	77324362	77324682	3	2
chr14	80105599	80105856	2	2
chr14	80941786	80942059	3	5
chr14	80992636	80992943	2	2
chr14	81161137	81161460	2	2
chr14	81165275	81165627	2	2
chr14	81208590	81208867	5	3
chr14	81303268	81303926	4	3
chr14	81517369	81517655	2	2
chr14	82009256	82009499	2	2
chr14	82112222	82112524	5	3
chr14	85562657	85562959	2	2
chr14	86004047	86004353	3	2
chr14	86708827	86709139	2	1
chr14	86798386	86798542	2	N_VARIANTS
chr14	88045703	88046052	5	3
chr14	89040686	89041110	2	1
chr14	89041225	89041589	2	3
chr14	89144728	89144990	3	3
chr14	89214237	89214601	2	6
chr14	89367608	89367796	2	1
chr14	89368605	89369166	2	5
chr14	89420534	89420855	2	3
chr14	89500370	89500635	5	3
chr14	89746196	89746483	4	N_VARIANTS
chr14	90303652	90303913	2	4
chr14	90318112	90318311	2	1
chr14	90381957	90382506	3	3
chr14	90780481	90780862	6	5
chr14	90815087	90815356	3	2
chr14	90818120	90818400	3	4
chr14	90818798	90819057	2	4
chr14	90819821	90820105	3	3
chr14	90940397	90940683	2	N_VARIANTS
chr14	91149472	91149884	2	3
chr14	91158296	91158493	2	1
chr14	91164690	91165067	2	4
chr14	91276496	91276727	2	1
chr14	91331763	91332326	2	4
chr14	91332761	91332978	3	2
chr14	91509043	91509366	2	3
chr14	91510248	91510661	3	2
chr14	91519607	91519919	3	2
chr14	91780573	91780810	3	1
chr14	91906373	91906719	2	5
chr14	91957838	91958116	2	3
chr14	92386770	92387039	2	2
chr14	92514399	92514772	2	1
chr14	92529525	92529665	3	1
chr14	92532873	92533101	2	2
chr14	92539552	92539825	2	1
chr14	92540717	92540912	3	3
chr14	92557256	92557486	2	1
chr14	92724550	92724916	4	3
chr14	92794022	92794354	2	1
chr14	92877908	92878419	3	4
chr14	92973414	92973784	3	4
chr14	92984886	92985321	3	2
chr14	92986329	92986607	4	2
chr14	93017352	93017861	3	2
chr14	93036161	93036391	3	1
chr14	93043430	93043780	4	2
chr14	93082687	93082919	3	5
chr14	93142939	93143220	3	1
chr14	93151197	93151531	2	6
chr14	93759794	93760078	2	4
chr14	94058674	94058940	2	1
chr14	94293169	94293534	2	4
chr14	94295689	94296069	2	4
chr14	94312865	94313243	3	3
chr14	94322579	94322819	2	6
chr14	94330733	94330963	2	4
chr14	94340484	94340838	3	6
chr14	94375780	94377245	8	18
chr14	94377252	94377833	4	6
chr14	94388439	94388963	6	8
chr14	94390509	94391147	2	4
chr14	94392567	94392767	3	5
chr14	94394160	94394528	2	3
chr14	94395837	94396312	2	5
chr14	94463098	94463577	6	10
chr14	94499739	94499978	2	3
chr14	94521821	94522033	2	N_VARIANTS
chr14	94522292	94522579	2	4
chr14	94559679	94559968	3	2
chr14	94569516	94569948	4	6
chr14	94573146	94573367	3	1
chr14	94593856	94594378	8	14
chr14	94598815	94599698	5	12
chr14	94600211	94600591	2	9
chr14	94636822	94637128	2	3
chr14	95185035	95185332	2	3
chr14	95212060	95212332	3	3
chr14	95222791	95223367	5	3
chr14	95295493	95295943	2	5
chr14	95300978	95301373	2	5
chr14	95307321	95307818	3	3
chr14	95309252	95309718	5	6
chr14	95315145	95315419	2	2
chr14	95331999	95332295	3	3
chr14	95339473	95339905	3	1
chr14	95340121	95340726	4	6
chr14	95364795	95365178	2	4
chr14	95434222	95434649	4	5
chr14	95444106	95444405	3	2
chr14	95524086	95524420	3	6
chr14	95524708	95525286	7	12
chr14	95537522	95537933	2	1
chr14	96095917	96096206	6	4
chr14	96097226	96097566	4	10
chr14	96512688	96512992	2	1
chr14	97491736	97492132	3	3
chr14	99316361	99316779	3	2
chr14	99530477	99530714	2	1
chr14	99552573	99553073	5	11
chr14	99554976	99555551	3	12
chr14	99571643	99571939	3	5
chr14	99572456	99572770	2	3
chr14	99596810	99597154	3	1
chr14	99601488	99601681	5	N_VARIANTS
chr14	99602220	99602552	2	4
chr14	99671887	99672171	2	4
chr14	99944244	99944675	2	10
chr14	99947764	99948066	2	N_VARIANTS
chr14	99949440	99949642	5	4
chr14	99965005	99965493	4	11
chr14	100128835	100129160	2	2
chr14	100204596	100204859	3	2
chr14	100271289	100271609	2	2
chr14	100323031	100323429	2	4
chr14	100406450	100406814	4	3
chr14	100641115	100641452	3	3
chr14	100816644	100816961	6	4
chr14	101001791	101002055	3	9
chr14	101288538	101288768	3	4
chr14	101289227	101289582	4	4
chr14	101328494	101328763	2	2
chr14	101334796	101335111	3	5
chr14	101405494	101405858	3	4
chr14	101481019	101481490	5	4
chr14	101506352	101506789	2	2
chr14	101861501	101861754	3	5
chr14	101947978	101948318	4	3
chr14	102305200	102305479	5	1
chr14	102321067	102321278	3	N_VARIANTS
chr14	102684397	102684602	2	1
chr14	102696408	102696715	4	5
chr14	102873553	102873929	2	1
chr14	102893490	102893984	3	2
chr14	102922508	102922763	3	6
chr14	103004282	103004681	2	3
chr14	103098698	103098942	3	5
chr14	103099166	103099431	4	3
chr14	103100602	103100921	3	1
chr14	103103627	103103946	7	1
chr14	103155055	103155388	6	4
chr14	103161146	103161460	5	4
chr14	103186960	103187246	4	2
chr14	103213425	103213706	2	1
chr14	103246221	103246479	4	3
chr14	103284918	103285188	7	1
chr14	103315376	103315781	3	6
chr14	103745402	103745824	2	N_VARIANTS
chr14	103879915	103880657	3	4
chr14	103891286	103891597	6	2
chr14	103892270	103892573	4	N_VARIANTS
chr14	103894084	103894365	3	5
chr14	103897141	103897479	4	11
chr14	104087974	104088504	5	5
chr14	104091179	104091567	2	4
chr14	104280977	104281293	3	11
chr14	104281662	104281956	2	4
chr14	104654161	104654447	3	5
chr14	104658061	104658323	3	2
chr14	104680108	104680314	3	3
chr14	104681253	104681535	4	2
chr14	104688019	104688487	5	N_VARIANTS
chr14	104726688	104727213	5	3
chr14	104732455	104732789	5	2
chr14	104735252	104735739	5	5
chr14	104736278	104736700	2	1
chr14	104752536	104753269	4	11
chr14	104872665	104872918	5	4
chr14	105091473	105091958	2	3
chr14	105204595	105204964	2	9
chr14	105285118	105285581	3	1
chr14	105333594	105333797	2	1
chr14	105431878	105432121	4	3
chr14	105432677	105432925	2	4
chr14	105640160	105640479	3	3
chr14	105702522	105702858	4	3
chr14	105736933	105737267	3	N_VARIANTS
chr14	105765106	105765457	4	1
chr14	106766689	106766907	3	3
chr15	22248162	22248420	2	N_VARIANTS
chr15	22250855	22251227	2	5
chr15	22252068	22252357	3	2
chr15	22262671	22262853	2	1
chr15	27512371	27512626	2	4
chr15	28017431	28017806	4	9
chr15	28082880	28083173	3	4
chr15	28694063	28694250	4	4
chr15	28738387	28738629	5	N_VARIANTS
chr15	29756683	29756932	2	N_VARIANTS
chr15	29823165	29823421	3	1
chr15	29859358	29859561	2	2
chr15	30038866	30039272	4	5
chr15	30039288	30039489	3	2
chr15	30471587	30471811	4	N_VARIANTS
chr15	30921861	30922064	2	1
chr15	31069427	31069737	2	2
chr15	31151698	31152032	2	1
chr15	31157685	31158084	3	3
chr15	31159319	31159496	3	1
chr15	31216301	31216587	3	3
chr15	31263366	31263731	3	3
chr15	31265483	31265677	2	5
chr15	31344843	31345044	2	3
chr15	31346137	31346499	3	3
chr15	31365618	31365985	3	7
chr15	31383140	31383540	2	1
chr15	32535888	32536163	7	N_VARIANTS
chr15	32700496	32700794	2	5
chr15	32732607	32732913	2	4
chr15	33926302	33926579	2	3
chr15	34987712	34987963	2	1
chr15	36502594	36502843	2	2
chr15	37219160	37219805	4	6
chr15	37777050	37777426	2	6
chr15	37860983	37861264	2	5
chr15	37872806	37873097	2	1
chr15	39274028	39274487	4	4
chr15	39860946	39861153	4	4
chr15	40002304	40002689	4	2
chr15	40069152	40069547	2	3
chr15	40082518	40082874	3	1
chr15	40103364	40103637	3	4
chr15	40366997	40367331	2	1
chr15	40412380	40412755	2	3
chr15	40511529	40511897	3	3
chr15	40549961	40550299	3	4
chr15	40582755	40583127	2	5
chr15	40763770	40764149	2	3
chr15	40771273	40771606	3	3
chr15	40936655	40936997	3	1
chr15	40949853	40950281	2	1
chr15	41043424	41043640	4	N_VARIANTS
chr15	41230972	41231354	2	N_VARIANTS
chr15	41259861	41260221	3	2
chr15	41883516	41883758	3	4
chr15	41926575	41926873	5	3
chr15	42060883	42061164	2	N_VARIANTS
chr15	44728619	44729061	2	4
chr15	44812014	44812358	2	3
chr15	44813266	44813570	2	1
chr15	44824710	44825063	3	1
chr15	44833221	44833416	3	1
chr15	44853296	44853625	4	3
chr15	44854810	44855119	3	N_VARIANTS
chr15	44856266	44856518	2	3
chr15	44859101	44859439	2	4
chr15	45001222	45001506	2	2
chr15	45004110	45004282	3	N_VARIANTS
chr15	45022981	45023267	2	5
chr15	45023998	45024248	2	1
chr15	45024610	45024937	2	3
chr15	45025645	45026057	6	10
chr15	45032535	45032799	6	N_VARIANTS
chr15	45034181	45034385	2	2
chr15	45075535	45075834	4	N_VARIANTS
chr15	45386470	45386788	2	2
chr15	45387291	45387789	2	2
chr15	45634496	45634921	3	3
chr15	45641541	45641771	2	N_VARIANTS
chr15	46577871	46578056	4	3
chr15	48683009	48683240	3	2
chr15	48781569	48781843	2	2
chr15	48800376	48800565	3	N_VARIANTS
chr15	48811055	48811408	3	5
chr15	49096459	49096750	4	2
chr15	49620837	49621108	2	7
chr15	50146726	50147044	6	3
chr15	50164450	50164942	5	3
chr15	50168529	50168757	3	1
chr15	50234762	50235032	3	2
chr15	50238189	50238610	3	6
chr15	50244900	50245434	4	5
chr15	50249064	50249331	2	N_VARIANTS
chr15	50343953	50344549	3	3
chr15	50686936	50687253	3	3
chr15	50778186	50778527	4	2
chr15	51203944	51204203	2	1
chr15	51907557	51907802	4	3
chr15	52071631	52071974	8	3
chr15	52078244	52078715	4	4
chr15	52137459	52137694	2	2
chr15	52156477	52156909	2	3
chr15	52288448	52288771	2	5
chr15	52709195	52709587	3	8
