chr	start	end	subNumb	polyNumb
chr11	1689923	1690118	2	2
chr11	1762422	1762682	4	4
chr11	1978968	1979147	2	1
chr11	2093191	2093456	2	4
chr11	2097868	2098027	2	2
chr11	2347517	2347792	4	7
chr11	2369933	2370126	2	5
chr11	2902123	2902325	2	N_VARIANTS
chr11	3043610	3043835	2	2
chr11	3787932	3788161	3	1
chr11	3797571	3798014	2	1
chr11	4184435	4184686	2	3
chr11	4547052	4547313	3	4
chr11	6201022	6201240	3	3
chr11	6703559	6703815	3	1
chr11	7900777	7901006	2	1
chr11	8057008	8057337	4	5
chr11	8812503	8812736	3	1
chr11	9943763	9944078	2	N_VARIANTS
chr11	10307604	10307859	3	1
chr11	10327247	10327571	3	N_VARIANTS
chr11	11813307	11813662	5	5
chr11	12066270	12066526	2	7
chr11	12705867	12706256	2	4
chr11	14258260	14258536	2	2
chr11	14520279	14520609	3	2
chr11	16093830	16094097	3	2
chr11	16815118	16815514	2	5
chr11	17750856	17751090	2	5
chr11	18248592	18248898	3	5
chr11	18259198	18259583	2	4
chr11	18263060	18263246	2	N_VARIANTS
chr11	18265976	18266286	3	7
chr11	18384440	18384599	2	3
chr11	18395707	18396020	2	1
chr11	18994969	18995126	2	2
chr11	19524133	19524454	2	3
chr11	19557324	19557476	2	2
chr11	19821502	19821986	3	4
chr11	20059741	20059999	2	2
chr11	20501315	20501558	3	3
chr11	22976234	22976478	2	1
chr11	24842337	24842631	2	4
chr11	26187676	26187972	3	6
chr11	26753919	26754111	3	1
chr11	27174852	27175069	5	4
chr11	27381157	27381541	2	4
chr11	27404467	27404857	4	2
chr11	27423103	27423534	2	N_VARIANTS
chr11	27545120	27545387	3	N_VARIANTS
chr11	30545597	30545866	2	2
chr11	30990957	30991156	2	N_VARIANTS
chr11	32830408	32830775	3	7
chr11	33018863	33019142	3	4
chr11	33211767	33211969	2	2
chr11	33508093	33508279	2	1
chr11	33770296	33770580	2	3
chr11	33999385	33999688	2	1
chr11	34028005	34028356	4	6
chr11	34339401	34339687	3	1
chr11	34416864	34417169	2	3
chr11	34501583	34501869	3	3
chr11	34775388	34775788	2	3
chr11	34909979	34910305	2	6
chr11	35255416	35255798	3	6
chr11	35750442	35750638	4	N_VARIANTS
chr11	35927791	35928133	3	6
chr11	36288824	36289098	3	N_VARIANTS
chr11	36890373	36890611	2	N_VARIANTS
chr11	40360237	40360518	3	4
chr11	41334108	41334333	3	2
chr11	43869079	43869366	3	3
chr11	44709183	44709540	5	3
chr11	44716325	44716607	2	4
chr11	45390429	45390582	3	2
chr11	45798805	45799416	11	8
chr11	45912421	45912589	4	3
chr11	46624154	46624418	3	2
chr11	46633674	46633880	2	1
chr11	47189351	47189707	3	1
chr11	47208724	47208972	5	2
chr11	47233151	47233371	2	N_VARIANTS
chr11	47243460	47243784	3	3
chr11	47727263	47727407	2	2
chr11	47767293	47767606	6	3
chr11	49365449	49365664	3	3
chr11	49440066	49440231	7	1
chr11	57160680	57161010	3	3
chr11	57277195	57277455	2	3
chr11	57434634	57435013	2	3
chr11	57441793	57442052	2	6
chr11	57588398	57588641	3	2
chr11	58579873	58580104	6	2
chr11	58880695	58880870	2	3
chr11	59012935	59013248	3	4
chr11	59145590	59145920	4	3
chr11	59174181	59174506	4	3
chr11	59183843	59183995	2	1
chr11	59196757	59197114	2	2
chr11	59601779	59602023	3	6
chr11	59669854	59670071	5	2
chr11	59802634	59802860	2	5
chr11	60658524	60658811	2	5
chr11	61265474	61265740	2	3
chr11	61369464	61369771	3	5
chr11	61378659	61378987	2	2
chr11	61488797	61489041	2	8
chr11	61529868	61530218	2	3
chr11	61816853	61817045	3	N_VARIANTS
chr11	62123861	62124030	3	4
chr11	62208549	62208694	2	2
chr11	62425451	62425750	4	6
chr11	62432690	62432944	2	7
chr11	62840428	62840578	2	N_VARIANTS
chr11	62841458	62841764	4	27
chr11	63243487	63243800	3	5
chr11	63362575	63362782	3	3
chr11	63510439	63510659	2	1
chr11	63872127	63872502	2	5
chr11	63888551	63888852	2	1
chr11	64091213	64091422	2	3
chr11	64189361	64189618	2	3
chr11	64269709	64270014	2	2
chr11	64656237	64656540	4	4
chr11	64688488	64688787	2	5
chr11	64725106	64725347	3	4
chr11	65114021	65114137	2	1
chr11	65117777	65117977	2	5
chr11	65142113	65142422	3	3
chr11	65146272	65146407	2	N_VARIANTS
chr11	65421128	65421500	4	N_VARIANTS
chr11	65422639	65422921	5	6
chr11	65461075	65461424	3	4
chr11	65477493	65477760	2	2
chr11	65497598	65497883	4	3
chr11	65498526	65498704	3	3
chr11	66002802	66003084	3	7
chr11	66222761	66222987	2	2
chr11	66936491	66936759	2	N_VARIANTS
chr11	66970862	66971234	2	2
chr11	67448243	67448509	2	2
chr11	67644153	67644365	2	1
chr11	68146220	68146464	2	N_VARIANTS
chr11	68321771	68322036	3	3
chr11	68377489	68377711	3	1
chr11	68857541	68857859	6	1
chr11	69007528	69007745	2	3
chr11	69296632	69296986	4	N_VARIANTS
chr11	69979238	69979395	3	2
chr11	69979695	69979923	2	1
chr11	70129071	70129376	4	4
chr11	70656429	70656666	2	2
chr11	71247786	71247980	3	N_VARIANTS
chr11	71306388	71306663	2	2
chr11	71876409	71876660	3	3
chr11	72778069	72778367	2	N_VARIANTS
chr11	74696909	74697102	2	4
chr11	75588129	75588376	2	2
chr11	75757712	75757899	2	N_VARIANTS
chr11	76270504	76270716	2	3
chr11	76690795	76691062	3	1
chr11	76771006	76771301	2	3
chr11	76772523	76772851	2	2
chr11	77065922	77066136	2	2
chr11	77642309	77642535	2	N_VARIANTS
chr11	78057673	78057836	3	N_VARIANTS
chr11	78062105	78062328	2	2
chr11	78063340	78063633	2	2
chr11	78171010	78171219	3	N_VARIANTS
chr11	78179831	78179981	2	4
chr11	78886763	78887025	2	1
chr11	79404438	79404635	2	1
chr11	79488332	79488653	2	7
chr11	81987954	81988139	2	2
chr11	82900650	82900980	4	3
chr11	83156814	83157161	3	4
chr11	83508802	83509126	3	3
chr11	85927809	85928065	3	5
chr11	86139065	86139262	2	3
chr11	88208855	88209109	2	2
chr11	88827110	88827414	3	1
chr11	90286661	90286996	2	N_VARIANTS
chr11	91556477	91556709	2	3
chr11	91967097	91967337	2	3
chr11	92357368	92357612	3	N_VARIANTS
chr11	93025677	93025868	2	1
chr11	93537837	93538197	3	2
chr11	93570832	93571190	2	4
chr11	93575767	93575938	2	2
chr11	94130808	94131005	2	1
chr11	94449483	94449773	2	3
chr11	95282373	95282713	4	2
chr11	95641544	95641888	4	4
chr11	95790890	95791266	4	7
chr11	96869342	96869535	2	3
chr11	99257180	99257496	3	3
chr11	100525298	100525565	4	3
chr11	100585748	100586029	2	4
chr11	100667463	100667800	2	2
chr11	100832025	100832279	2	3
chr11	101866716	101866829	2	1
chr11	101994288	101994520	2	2
chr11	102157307	102157568	3	N_VARIANTS
chr11	102200382	102200618	3	N_VARIANTS
chr11	102456437	102456742	3	1
chr11	102637800	102638066	2	5
chr11	102640909	102641152	2	7
chr11	104956568	104956891	3	3
chr11	104968493	104968732	2	5
chr11	106070615	106070909	3	1
chr11	107157555	107157761	2	3
chr11	107157894	107158119	6	4
chr11	107405338	107405486	3	2
chr11	107565178	107565463	2	2
chr11	107791763	107791984	3	5
chr11	107957130	107957329	3	1
chr11	108115865	108116080	2	5
chr11	108122445	108122680	2	1
chr11	110199634	110199938	2	2
chr11	110345892	110346062	5	2
chr11	110409282	110409465	6	N_VARIANTS
chr11	111362986	111363255	3	1
chr11	111429053	111429359	2	1
chr11	111790169	111790467	2	1
chr11	111840166	111840492	2	2
chr11	111997243	111997514	3	1
chr11	112166629	112166885	2	5
chr11	112173220	112173455	2	1
chr11	112213837	112214149	2	2
chr11	112321734	112322176	2	2
chr11	113884399	113884601	3	N_VARIANTS
chr11	114082858	114083033	2	4
chr11	114209925	114210180	2	5
chr11	114294995	114295208	2	N_VARIANTS
chr11	114307673	114307854	2	4
chr11	114308780	114309168	3	4
chr11	114400799	114401046	2	N_VARIANTS
chr11	116667409	116667684	3	3
chr11	116808985	116809232	2	1
chr11	117072574	117072825	2	2
chr11	118195228	118195487	2	3
chr11	118238953	118239167	2	N_VARIANTS
chr11	118527173	118527474	3	1
chr11	118673804	118674015	2	2
chr11	118917407	118917717	2	N_VARIANTS
chr11	118921282	118921555	2	1
chr11	119381850	119382060	2	3
chr11	120808564	120808878	3	4
chr11	120894264	120894502	3	N_VARIANTS
chr11	121035404	121035605	3	N_VARIANTS
chr11	121235102	121235481	5	1
chr11	121358066	121358265	3	3
chr11	121387739	121387894	3	2
chr11	121453583	121453877	2	N_VARIANTS
chr11	121471207	121471464	4	1
chr11	121953187	121953500	2	4
chr11	122186548	122186784	2	N_VARIANTS
chr11	122430608	122430837	2	4
chr11	123063276	123063635	3	1
chr11	123798598	123798912	4	4
chr11	124934772	124935125	2	1
chr11	126082117	126082376	2	5
chr11	127307752	127308004	2	2
chr11	127971560	127971715	3	3
chr11	128026676	128026920	3	2
chr11	128157759	128157950	5	3
chr11	128898636	128898854	2	2
chr11	128900489	128900795	5	5
chr11	129302956	129303137	2	1
chr11	129740121	129740437	2	5
chr11	129786067	129786268	7	1
chr11	129791620	129791829	3	2
chr11	130314950	130315130	2	1
chr11	130324093	130324388	4	2
chr11	130897379	130897602	2	4
chr11	131824884	131825127	4	3
chr11	134242466	134242648	5	3
chr11	134797758	134797936	2	6
chr12	578262	578502	2	3
chr12	608441	608668	3	1
chr12	617591	617919	2	4
chr12	1022284	1022623	2	1
chr12	1385033	1385285	3	1
chr12	1404673	1404894	3	6
chr12	1660305	1660689	4	3
chr12	1669063	1669439	2	5
chr12	2012274	2012559	5	3
chr12	2266993	2267186	3	4
chr12	3252542	3252742	2	N_VARIANTS
chr12	3261931	3262144	2	3
chr12	5497350	5497669	2	6
chr12	5497767	5498074	2	1
chr12	5588688	5588910	2	3
chr12	6294513	6294725	3	1
chr12	6341988	6342242	2	1
chr12	6383931	6384248	2	3
chr12	6470327	6470511	2	N_VARIANTS
chr12	6891017	6891347	3	3
chr12	7072225	7072436	2	2
chr12	7079340	7079614	3	N_VARIANTS
chr12	7093946	7094285	4	3
chr12	7102663	7102861	2	1
chr12	7154126	7154342	2	4
chr12	8082060	8082372	3	8
chr12	8591236	8591502	7	6
chr12	9221589	9221834	3	3
chr12	10167791	10168009	2	3
chr12	10213515	10213940	4	5
chr12	10220388	10220745	4	1
chr12	10722088	10722387	3	1
chr12	10968871	10969164	2	4
chr12	11674653	11674815	2	2
chr12	11785805	11786103	2	N_VARIANTS
chr12	12308508	12308803	3	3
chr12	12313955	12314263	2	6
chr12	12336174	12336392	2	3
chr12	12439625	12439932	3	3
chr12	12449627	12449998	3	7
chr12	12450235	12450429	3	N_VARIANTS
chr12	12561081	12561323	3	1
chr12	12611629	12611816	2	1
chr12	13390603	13390833	2	2
chr12	13428472	13428710	2	2
chr12	13570335	13570647	4	4
chr12	13888096	13888312	2	4
chr12	15789647	15790005	3	3
chr12	15882679	15882880	2	1
chr12	16281275	16281399	2	3
chr12	16349076	16349380	3	3
chr12	16493155	16493414	4	N_VARIANTS
chr12	16939893	16940217	4	1
chr12	18943318	18943511	2	3
chr12	19013020	19013294	2	2
chr12	19187406	19187688	3	3
chr12	19304277	19304536	4	2
chr12	20466079	20466278	2	5
chr12	21604848	21605072	2	1
chr12	21614139	21614420	5	1
chr12	21879348	21879677	2	6
chr12	21894783	21895126	5	2
chr12	21921549	21921760	3	3
chr12	22101077	22101293	3	2
chr12	22641742	22641979	2	2
chr12	24038325	24038659	2	2
chr12	24661611	24662179	3	6
chr12	25207923	25208110	2	1
chr12	26496144	26496436	2	1
chr12	26523675	26524011	2	7
chr12	26736795	26737106	2	1
chr12	26853549	26853812	2	4
chr12	27398575	27398761	2	3
chr12	27524307	27524588	3	4
chr12	27572462	27572741	2	1
chr12	27697723	27697934	2	4
chr12	27748187	27748461	2	1
chr12	29428689	29428916	2	3
chr12	29535107	29535282	3	4
chr12	31860460	31860807	2	2
chr12	32534081	32534414	2	2
chr12	32677920	32678178	2	5
chr12	42282326	42282569	2	N_VARIANTS
chr12	45200514	45200822	3	3
chr12	45219653	45219910	3	1
chr12	45407519	45407822	2	2
chr12	46186118	46186377	2	2
chr12	46410674	46410901	2	3
chr12	46799450	46799726	2	3
chr12	46840177	46840353	2	N_VARIANTS
chr12	46874760	46875002	2	N_VARIANTS
chr12	47033103	47033424	3	2
chr12	47160938	47161178	2	1
chr12	47378249	47378477	2	4
chr12	48351129	48351471	3	4
chr12	48744465	48744657	2	2
chr12	49108891	49109204	2	2
chr12	49776421	49776663	3	1
chr12	50102639	50102983	2	N_VARIANTS
chr12	50326740	50326900	2	1
chr12	50548944	50549220	4	2
chr12	50692653	50692894	2	N_VARIANTS
chr12	50725171	50725411	2	1
chr12	50951177	50951394	2	2
chr12	51993198	51993445	2	1
chr12	52116341	52116493	3	4
chr12	52884522	52884823	5	5
chr12	53145318	53145753	2	4
chr12	53675974	53676384	2	6
chr12	54596784	54596996	2	1
chr12	54605245	54605480	2	1
chr12	54847128	54847362	2	3
chr12	55658630	55658936	4	2
chr12	56080868	56081143	2	N_VARIANTS
chr12	56123438	56123574	2	N_VARIANTS
chr12	56280865	56281220	3	1
chr12	56304933	56305237	2	2
chr12	56570228	56570476	2	1
chr12	56759255	56759532	3	2
chr12	56760569	56760811	3	2
chr12	56764408	56764616	3	N_VARIANTS
chr12	56877282	56877625	2	3
chr12	56897703	56898286	5	9
chr12	56914817	56915022	6	3
chr12	57138985	57139233	2	2
chr12	57454907	57455285	3	2
chr12	57487901	57488144	3	4
chr12	57782617	57782873	6	5
chr12	57831420	57831647	3	N_VARIANTS
chr12	58835610	58835837	3	4
chr12	58887154	58887437	3	3
chr12	59402072	59402289	3	N_VARIANTS
chr12	60845812	60846039	4	1
chr12	61009231	61009496	3	4
chr12	61283247	61283529	2	3
chr12	63095532	63095702	4	1
chr12	63223177	63223454	3	1
chr12	63228928	63229116	2	1
chr12	64797183	64797458	3	1
chr12	66056153	66056341	2	1
chr12	66107490	66107788	2	2
chr12	68003958	68004114	2	N_VARIANTS
chr12	68410162	68410457	3	6
chr12	68850964	68851197	2	1
chr12	68951848	68952020	3	2
chr12	69817606	69817880	3	2
chr12	70053030	70053356	5	2
chr12	70853319	70853740	3	4
chr12	71947587	71947960	2	4
chr12	73210679	73210919	2	4
chr12	73341647	73341898	3	4
chr12	75291112	75291314	3	3
chr12	75330239	75330502	3	1
chr12	76391517	76391770	2	1
chr12	77842424	77842771	3	5
chr12	78290624	78290889	5	3
chr12	80939665	80939948	3	1
chr12	81083968	81084322	3	6
chr12	81121112	81121345	3	2
chr12	81253405	81253713	2	3
chr12	83793673	83793979	4	N_VARIANTS
chr12	85642840	85643149	2	4
chr12	87813545	87813786	4	4
chr12	88420546	88420825	2	2
chr12	88903435	88903649	2	2
chr12	89183996	89184200	2	N_VARIANTS
chr12	89208880	89209067	2	2
chr12	89213831	89214096	3	2
chr12	89357341	89357817	2	6
chr12	89383293	89383572	2	1
chr12	89388771	89388969	2	3
chr12	90250128	90250342	2	1
chr12	91817470	91817914	2	N_VARIANTS
chr12	91819034	91819406	2	2
chr12	92070117	92070465	2	1
chr12	92145802	92146179	3	3
chr12	92503644	92503946	2	1
chr12	92547942	92548235	2	2
chr12	92561592	92561901	2	3
chr12	92571960	92572163	2	4
chr12	92575000	92575195	2	2
chr12	92604920	92605119	2	N_VARIANTS
chr12	92945689	92946284	4	3
chr12	92971042	92971296	2	3
chr12	93127729	93128106	3	2
chr12	93237623	93237951	5	5
chr12	93244117	93244517	3	4
chr12	93377077	93377354	3	2
chr12	93663356	93663670	2	4
chr12	93730044	93730298	2	2
chr12	94152283	94152637	3	2
chr12	94500715	94501019	2	4
chr12	94625619	94625787	2	1
chr12	94690571	94690707	2	2
chr12	94753471	94753691	2	4
chr12	94829581	94829885	3	5
chr12	95796261	95796495	2	3
chr12	95944163	95944350	2	4
chr12	95984707	95985021	6	6
chr12	95996276	95996583	4	4
chr12	96234226	96234510	2	5
chr12	97714188	97714648	2	5
chr12	99707123	99707356	2	3
chr12	99809988	99810227	2	3
chr12	99959614	99959835	2	3
chr12	100518482	100518742	4	3
chr12	101539229	101539508	2	3
chr12	101670140	101670362	2	4
chr12	101828590	101828792	3	3
chr12	102419159	102419364	3	N_VARIANTS
chr12	102441241	102441455	2	1
chr12	102486310	102486498	2	1
chr12	102692270	102692521	3	N_VARIANTS
chr12	103839144	103839472	2	N_VARIANTS
chr12	104056097	104056326	2	N_VARIANTS
chr12	104069992	104070109	2	3
chr12	104109639	104109904	3	4
chr12	104423907	104424111	3	2
chr12	104667237	104667525	2	N_VARIANTS
chr12	104711020	104711249	3	3
chr12	106022644	106022909	2	2
chr12	106120659	106120978	7	3
chr12	107101722	107101917	2	1
chr12	107515122	107515345	2	2
chr12	107520602	107520870	2	4
chr12	107655020	107655248	2	3
chr12	108620433	108620621	3	3
chr12	109130921	109131183	2	1
chr12	109145048	109145290	3	2
chr12	109148102	109148344	2	2
chr12	109200257	109200471	2	N_VARIANTS
chr12	109343789	109343956	3	N_VARIANTS
chr12	109578545	109578859	2	3
chr12	109910691	109910899	2	2
chr12	110012200	110012479	2	2
chr12	110141419	110141598	3	N_VARIANTS
chr12	110537788	110538155	4	3
chr12	110600277	110600525	4	N_VARIANTS
chr12	110744863	110745106	2	2
chr12	111107896	111108103	2	2
chr12	111403633	111403852	3	1
chr12	111611816	111612020	3	3
chr12	111616298	111616630	2	1
chr12	111705732	111706033	2	N_VARIANTS
chr12	111773726	111774195	5	6
chr12	111777646	111777973	3	N_VARIANTS
chr12	112014204	112014475	2	1
chr12	112207591	112207893	3	1
chr12	112415523	112415795	2	3
chr12	112419352	112419647	2	N_VARIANTS
chr12	112901428	112901712	2	4
chr12	112995040	112995303	3	1
chr12	113040869	113041139	3	3
chr12	113098151	113098366	3	3
chr12	113297693	113297954	3	1
chr12	113418410	113418622	4	2
chr12	114858402	114858691	3	N_VARIANTS
chr12	115010659	115010999	2	1
chr12	115089349	115089639	2	4
chr12	115129847	115130050	3	2
chr12	115306453	115306602	4	1
chr12	115423526	115423839	2	3
chr12	116053841	116054222	3	N_VARIANTS
chr12	116376997	116377240	4	5
chr12	117501567	117501893	2	4
chr12	117521343	117521697	2	3
chr12	117856703	117856899	2	N_VARIANTS
chr12	118138715	118139021	2	3
chr12	118182375	118182608	4	2
chr12	119008408	119008627	4	1
chr12	120293051	120293295	3	24
chr12	120452651	120452829	2	N_VARIANTS
chr12	120528991	120529337	4	4
chr12	121039240	121039499	4	3
chr12	121117026	121117201	2	N_VARIANTS
chr12	121550886	121551149	2	3
chr12	121813557	121813797	2	2
chr12	121876414	121876767	2	2
chr12	122124458	122124702	2	3
chr12	122384824	122385080	2	2
chr12	122399962	122400234	2	1
chr12	122489086	122489301	2	7
chr12	122526997	122527232	2	2
chr12	122928877	122929179	3	2
chr12	123344154	123344406	3	3
chr12	123905337	123905605	3	2
chr12	124008306	124008516	2	2
chr12	124713942	124714122	6	5
chr12	124726966	124727153	2	1
chr12	124804289	124804659	2	4
chr12	124815319	124815510	4	3
chr12	124821871	124822167	2	3
chr12	124824361	124824592	3	2
chr12	124854222	124854493	2	8
chr12	124867458	124867667	3	3
chr12	124909466	124909696	2	1
chr12	124917117	124917486	2	4
chr12	125095025	125095301	2	2
chr12	125110808	125111034	2	1
chr12	127007012	127007307	4	2
chr12	127129791	127130072	3	3
chr12	127130573	127130832	3	7
chr12	128861475	128861730	3	4
chr12	128865003	128865197	4	2
chr12	128904982	128905350	3	3
chr12	128920568	128920828	3	1
chr12	128938889	128939270	3	1
chr12	130863308	130863556	3	1
chr12	130916248	130916508	6	2
chr12	132327414	132327569	2	3
chr13	20580309	20580624	3	4
chr13	20658518	20658792	2	2
chr13	20773823	20774194	7	3
chr13	21434621	21434939	2	3
chr13	24064550	24064789	3	2
chr13	25421636	25421913	3	1
chr13	26538990	26539133	3	5
chr13	26983016	26983384	2	4
chr13	27018557	27018904	2	1
chr13	27183959	27184178	4	4
chr13	27194319	27194521	3	1
chr13	27251187	27251406	4	7
chr13	27367722	27368029	2	2
chr13	28747885	28748083	2	1
chr13	29925497	29925810	2	4
chr13	29953653	29953932	3	4
chr13	29954726	29954955	3	10
chr13	30034489	30034706	4	5
chr13	30108805	30109115	3	5
chr13	30113134	30113337	3	2
chr13	30388739	30388983	5	4
chr13	30398780	30399045	2	1
chr13	31706219	31706437	3	4
chr13	32035751	32035983	3	N_VARIANTS
chr13	32427057	32427320	3	2
chr13	33017595	33017790	2	2
chr13	33258433	33258705	3	3
chr13	33260478	33260753	3	3
chr13	33542391	33542603	2	N_VARIANTS
chr13	33642768	33643114	4	7
chr13	33723457	33723652	2	6
chr13	33968940	33969236	2	3
chr13	34201463	34201687	2	3
chr13	40221362	40221670	3	6
chr13	40236304	40236484	2	2
chr13	40350297	40350693	2	4
chr13	40793411	40793791	6	1
chr13	41061847	41062111	3	3
chr13	41720976	41721273	4	4
chr13	43045374	43045600	3	4
chr13	43072526	43072850	6	2
chr13	44107581	44107882	3	5
chr13	44108378	44108668	2	3
chr13	44192527	44192827	3	2
chr13	44450364	44450657	3	1
chr13	45090096	45090367	4	1
chr13	45309381	45309677	3	2
chr13	45335766	45336073	2	3
chr13	45340454	45340786	3	4
chr13	46054710	46054909	2	1
chr13	46123357	46123595	4	2
chr13	46600659	46600952	2	7
chr13	46651095	46651324	2	2
chr13	46675628	46675921	3	3
chr13	46676116	46676386	3	6
chr13	46759873	46760182	2	2
chr13	47126549	47126780	2	2
chr13	47277833	47278040	2	2
chr13	49691588	49691872	3	7
chr13	49893638	49893984	3	2
chr13	49990765	49991027	3	1
chr13	50187382	50187688	2	2
chr13	52375080	52375311	3	4
chr13	52968154	52968411	2	2
chr13	57074121	57074400	5	4
chr13	59663766	59664066	2	4
chr13	66234206	66234461	4	2
chr13	67727080	67727251	2	4
chr13	68057135	68057370	2	N_VARIANTS
chr13	70505836	70506074	3	1
chr13	72384932	72385183	2	3
chr13	72391098	72391288	2	5
chr13	73336831	73337146	3	1
chr13	74168363	74168640	3	2
chr13	75174096	75174387	3	2
chr13	75329784	75330052	2	2
chr13	75489988	75490291	2	3
chr13	77049557	77049842	3	3
chr13	77460219	77460501	3	5
chr13	77478403	77478698	2	2
chr13	77767564	77767838	2	N_VARIANTS
chr13	78910296	78910603	4	4
chr13	78913777	78913995	4	2
chr13	79185706	79185922	2	3
chr13	79283016	79283344	7	2
chr13	79485221	79485435	2	1
chr13	80133247	80133410	3	3
chr13	80389720	80390008	3	1
chr13	85930261	85930434	2	3
chr13	87331213	87331515	2	5
chr13	89401231	89401477	3	3
chr13	92137549	92137828	2	2
chr13	92204806	92204983	3	2
chr13	94119480	94119816	3	3
chr13	94604399	94604728	3	4
chr13	95314451	95314745	2	6
chr13	95378643	95378945	2	1
chr13	95714495	95714716	3	1
chr13	97257989	97258292	2	4
chr13	97726905	97727216	2	2
chr13	98195085	98195297	4	N_VARIANTS
chr13	98195409	98195708	2	2
chr13	98255429	98255656	6	4
chr13	98267200	98267411	3	1
chr13	98495665	98495906	2	4
chr13	98569495	98569902	2	3
chr13	98821877	98822137	2	2
chr13	99057379	99057620	5	1
chr13	99751571	99751897	2	7
chr13	99885087	99885263	2	2
chr13	99900469	99900658	2	2
chr13	99908539	99908736	2	N_VARIANTS
chr13	100069308	100069615	2	2
chr13	100075845	100075983	2	2
chr13	100436130	100436452	3	5
chr13	100523494	100523812	3	3
chr13	100525531	100525673	4	2
chr13	100565312	100565538	2	3
chr13	100852130	100852539	5	2
chr13	101649526	101649818	2	5
chr13	101739867	101740303	3	3
chr13	102183869	102184189	7	1
chr13	102225953	102226158	2	4
chr13	102235850	102236029	5	6
chr13	102286449	102286673	8	2
chr13	102317744	102318015	2	2
chr13	102724998	102725325	2	3
chr13	102788740	102789153	2	5
chr13	102830736	102830942	2	1
chr13	103523865	103524198	2	4
chr13	103732101	103732292	5	N_VARIANTS
chr13	106986736	106987032	2	4
chr13	108283195	108283403	3	4
chr13	109606694	109606938	3	5
chr13	109649813	109650077	3	2
chr13	109680386	109680630	3	3
chr13	109694946	109695210	2	1
chr13	109704808	109705101	2	5
chr13	109720952	109721252	4	6
chr13	109727386	109727553	3	3
chr13	110030638	110030893	6	7
chr13	110047761	110047934	5	4
chr13	110064117	110064387	4	1
chr13	110094546	110095034	4	3
chr13	110095298	110095472	2	2
chr13	110561793	110561990	2	1
chr13	110563201	110563486	4	1
chr13	111962714	111962914	3	3
chr13	112183370	112183629	7	8
chr13	112193859	112194063	2	3
chr13	112249250	112249588	5	5
chr13	112624688	112624967	2	8
chr13	112928936	112929228	2	N_VARIANTS
chr13	113035043	113035318	3	5
chr13	113817604	113817833	2	4
chr13	114151675	114151966	3	3
chr14	20470290	20470565	2	N_VARIANTS
chr14	20606189	20606465	2	7
chr14	20681672	20681865	6	8
chr14	20685966	20686209	5	5
chr14	20919146	20919326	3	2
chr14	21043975	21044286	2	2
chr14	21085330	21085724	5	7
chr14	22427725	22428047	2	6
chr14	22916078	22916484	4	5
chr14	22929639	22929869	2	7
chr14	23609537	23609705	2	3
chr14	23618693	23618990	3	2
chr14	23949914	23950099	4	4
chr14	23950930	23951117	2	9
chr14	24033131	24033404	2	N_VARIANTS
chr14	24215967	24216252	2	1
chr14	24303413	24303580	2	1
chr14	24386809	24387009	2	1
chr14	24809288	24809498	2	2
chr14	25197845	25198185	3	3
chr14	26765907	26766146	4	1
chr14	26841937	26842304	3	2
chr14	28272419	28272589	2	1
chr14	30848819	30849218	3	5
chr14	31165752	31166083	5	7
chr14	31265926	31266281	3	3
chr14	31458403	31458688	2	3
chr14	31967382	31967635	2	1
chr14	32473534	32473739	2	2
chr14	32574360	32574650	2	1
chr14	33909511	33909721	2	1
chr14	35215577	35215848	2	8
chr14	35800879	35801061	2	2
chr14	36430646	36431063	2	2
chr14	37466558	37466930	2	1
chr14	37871080	37871289	2	N_VARIANTS
chr14	39154809	39155138	2	5
chr14	39174810	39175232	2	7
chr14	43173230	43173472	2	2
chr14	46487999	46488266	3	3
chr14	46490240	46490484	3	2
chr14	49875886	49876109	3	2
chr14	50001472	50001712	3	N_VARIANTS
chr14	50018162	50018507	2	1
chr14	50303789	50304112	5	3
chr14	50928381	50928650	3	1
chr14	50938963	50939197	3	3
chr14	51239939	51240252	5	3
chr14	52821765	52822046	2	3
chr14	52948087	52948402	2	N_VARIANTS
chr14	54172653	54172857	2	1
chr14	54556575	54556935	4	5
chr14	54719422	54719785	5	1
chr14	54834893	54835131	2	2
chr14	55599538	55599724	2	4
chr14	57057857	57058217	3	N_VARIANTS
chr14	58277190	58277339	2	N_VARIANTS
chr14	58294345	58294582	3	6
chr14	58298112	58298413	3	N_VARIANTS
chr14	58747349	58747609	3	2
chr14	59185748	59186004	3	1
chr14	59283466	59283732	3	3
chr14	59358149	59358409	2	2
chr14	59920095	59920516	3	2
chr14	60091862	60092047	2	3
chr14	61476871	61477082	2	4
chr14	61553798	61554119	3	3
chr14	62692240	62692528	3	2
chr14	63435905	63436206	3	4
chr14	63728210	63728584	3	1
chr14	64112835	64113155	3	6
chr14	64123368	64123553	2	1
chr14	64400847	64401113	2	1
chr14	64646159	64646446	4	3
chr14	64657042	64657301	3	2
chr14	66932187	66932457	3	3
chr14	67695637	67695954	3	4
chr14	67763551	67763755	4	N_VARIANTS
chr14	68191754	68192078	2	1
chr14	68680479	68680750	2	4
chr14	69539975	69540365	3	3
chr14	70118121	70118359	4	1
chr14	70779750	70780038	2	1
chr14	71118605	71118909	2	1
chr14	71336565	71336871	2	2
chr14	72583443	72583605	4	N_VARIANTS
chr14	72904925	72905274	2	1
chr14	73180302	73180648	3	3
chr14	73413621	73413883	3	4
